price,title,location,land_size_m2,building_size_m2,link
"Rp 1,3 Miliar",Jual Rumah Nyaman di Graha Kencana Balearjosari Blimbing Malang Jawa Timur,"Balearjosari, Malang",153,110,https://www.rumah123.com/properti/malang-balearjosari/jual-rumah-nyaman-di-graha-kencana-balearjosari-blimbing-malang-jawa-timur-hos41226554/
Rp 775 Juta,Rumah Bagus Semi Furnish Dekat Bandara Abd Shaleh di Pakis Malang,"Pakis, Malang",100,65,https://www.rumah123.com/properti/malang-pakis/rumah-bagus-semi-furnish-dekat-bandara-abd-shaleh-di-pakis-malang-hos41018748/
Rp 898 Juta,Exquisite Home Tombro Malang Kota - Desain Modern 2 Lantai Rooftoop dengan Sentuhan Luxury,"Lowokwaru, Malang",72,110,https://www.rumah123.com/properti/malang-lowokwaru/exquisite-home-tombro-malang-kota-desain-modern-2-lantai-rooftoop-dengan-sentuhan-luxury-hos39906297/
Rp 700 Juta,Dijual Rumah Banyak Kamar Dekat Pasar di Mergan Sukun Malang,"Malang Kota, Malang",186,350,https://www.rumah123.com/properti/malang-malang-kota/dijual-rumah-banyak-kamar-dekat-pasar-di-mergan-sukun-malang-hos41226483/
Rp 8 Miliar,Rumah Hook Split Level di Perumahan Araya Blimbing Kota Malang,"Araya, Malang",342,500,https://www.rumah123.com/properti/malang-araya/rumah-hook-split-level-di-perumahan-araya-blimbing-kota-malang-hos41175157/
"Rp 1,1 Miliar",Kost Exklusif Kota Malang,"Merjosari, Malang",75,140,https://www.rumah123.com/properti/malang-merjosari/kost-exklusif-kota-malang-hos41015969/
"Rp 1,4 Miliar",Rumah Minimalis dan Siap Huni di Arjosari Blimbing Malang,"Blimbing, Malang",93,89,https://www.rumah123.com/properti/malang-blimbing/rumah-minimalis-dan-siap-huni-di-arjosari-blimbing-malang-hos41180789/
Rp 975 Juta,"Rumah Siap Huni Desain Modern di Tidar Karangbesuki, Sukun Malang","Sukun, Malang",115,80,https://www.rumah123.com/properti/malang-sukun/rumah-siap-huni-desain-modern-di-tidar-karangbesuki-sukun-malang-hos41180766/
Rp 660 Juta,Rumah 2 Lantai di Casa Lavenia Mulyorejo Sukun Malang,"Sukun, Malang",72,65,https://www.rumah123.com/properti/malang-sukun/rumah-2-lantai-di-casa-lavenia-mulyorejo-sukun-malang-hos41181464/
Rp 660 Juta,Rumah 2 Lantai di Casa Lavenia Mulyorejo Sukun Malang,"Sukun, Malang",72,65,https://www.rumah123.com/properti/malang-sukun/rumah-2-lantai-di-casa-lavenia-mulyorejo-sukun-malang-hos41181464/
"Rp 1,8 Miliar","Rumah Baru Siap Huni Desain Modern di Taman Sulfat, Blimbing Malang","Blimbing, Malang",98,160,https://www.rumah123.com/properti/malang-blimbing/rumah-baru-siap-huni-desain-modern-di-taman-sulfat-blimbing-malang-hos41181047/
Rp 950 Juta,Rumah Minimalis Modern Baru di Balearjosari Blimbing Malang,"Blimbing, Malang",72,75,https://www.rumah123.com/properti/malang-blimbing/rumah-minimalis-modern-baru-di-balearjosari-blimbing-malang-hos41181582/
"Rp 1,3 Miliar",Rumah Minimalis Lingkungan Nyaman di Austinville Tidar Malang,"Tidar, Malang",120,63,https://www.rumah123.com/properti/malang-tidar/rumah-minimalis-lingkungan-nyaman-di-austinville-tidar-malang-hos41181492/
"Rp 1,3 Miliar",Rumah Siap Huni dan Terawat di Cluster Terdepan Greenland Tidar,"Tidar, Malang",120,70,https://www.rumah123.com/properti/malang-tidar/rumah-siap-huni-dan-terawat-di-cluster-terdepan-greenland-tidar-hos40887867/
"Rp 1,2 Miliar",Rumah 1 Lantai di Citragarden Kedungkandang Buring Malang,"Kedungkandang, Malang",186,50,https://www.rumah123.com/properti/malang-kedungkandang/rumah-1-lantai-di-citragarden-kedungkandang-buring-malang-hos41226289/
"Rp 1,2 Miliar",Dijual Rumah Kost Dekat Kampus Umm Tlogomas,"Dau, Malang",72,144,https://www.rumah123.com/properti/malang-dau/dijual-rumah-kost-dekat-kampus-umm-tlogomas-hos41226234/
"Rp 1,3 Miliar",Rumah Minimalis di Kawasan Elit Suhat Green Orchid,"Lowokwaru, Malang",90,50,https://www.rumah123.com/properti/malang-lowokwaru/rumah-minimalis-di-kawasan-elit-suhat-green-orchid-hos40941981/
"Rp 6,5 Miliar",Rumah Mewah di Poros Jalan Raya Dieng Malang,"Dieng, Malang",525,500,https://www.rumah123.com/properti/malang-dieng/rumah-mewah-di-poros-jalan-raya-dieng-malang-hos41226058/
"Rp 1,45 Miliar",Rumah Minimalis Modern 2 Lantai Semi Furnsih di Austinville Dieng,"Dieng, Malang",84,157,https://www.rumah123.com/properti/malang-dieng/rumah-minimalis-modern-2-lantai-semi-furnsih-di-austinville-dieng-hos41225821/
"Rp 1,85 Miliar","Rumah, 1 Lantai, SHM, di Sulfat","Sulfat, Malang",171,78,https://www.rumah123.com/properti/malang-sulfat/rumah-1-lantai-shm-di-sulfat-hos41225927/
"Rp 2,4 Miliar","Rumah 1 Lantai Siap Huni Dekat Univ Machung, Sekolah Charis & Kalam Kudus di Tidar Kota Malang","Tidar, Malang",300,250,https://www.rumah123.com/properti/malang-tidar/rumah-1-lantai-siap-huni-dekat-univ-machung-sekolah-charis-kalam-kudus-di-tidar-kota-malang-hos41225853/
Rp 750 Juta,"Rumah, 2 Lantai, SHM, di Pandanwangi Semifurnish","Pandanwangi, Malang",74,120,https://www.rumah123.com/properti/malang-pandanwangi/rumah-2-lantai-shm-di-pandanwangi-semifurnish-hos41225878/
"Rp 2,3 Miliar","Rumah, 2 Lantai, SHM, di Araya","Araya, Malang",210,350,https://www.rumah123.com/properti/malang-araya/rumah-2-lantai-shm-di-araya-hos41225803/
"Rp 15,5 Miliar",Rumah Mewah di Mainroad Permata Jingga Malang,"Permata Jingga, Malang",701,1000,https://www.rumah123.com/properti/malang-permata-jingga/rumah-mewah-di-mainroad-permata-jingga-malang-hos41225686/
"Rp 1,75 Miliar","Rumah Modern Terawat Full Furnished di Greenland, Tidar, Kota Malang","Tidar, Malang",144,110,https://www.rumah123.com/properti/malang-tidar/rumah-modern-terawat-full-furnished-di-greenland-tidar-kota-malang-hos41225745/
"Rp 3,5 Miliar",Cepat - Rumah Huni + Kosan di Kayutangan Heritage,"Klojen, Malang",215,315,https://www.rumah123.com/properti/malang-klojen/cepat-rumah-huni-kosan-di-kayutangan-heritage-hos41225691/
Rp 1 Miliar,Rumah Harga Miring Siap Huni di Letjen Sutoyo Malang,"Klojen, Malang",204,175,https://www.rumah123.com/properti/malang-klojen/rumah-harga-miring-siap-huni-di-letjen-sutoyo-malang-hos41225650/
"Rp 1,75 Miliar",Rumah Modernfull Furnish di Green Orchid Suhat Lowokwaru Malang,"Lowokwaru, Malang",144,110,https://www.rumah123.com/properti/malang-lowokwaru/rumah-modernfull-furnish-di-green-orchid-suhat-lowokwaru-malang-hos41225576/
"Rp 5,1 Miliar",Rare Listing Batu! Rumah 2 Lantai Dekat Mall Lippo Plaza - Harga Turun 500Jt,"Batu, Malang",280,294,https://www.rumah123.com/properti/malang-batu/rare-listing-batu-rumah-2-lantai-dekat-mall-lippo-plaza-harga-turun-500jt-hos41225626/
Rp 580 Juta,Rumah Murah Bangunan Baru Gress di Grand Cakalang Regency Malang,"Lowokwaru, Malang",77,32,https://www.rumah123.com/properti/malang-lowokwaru/rumah-murah-bangunan-baru-gress-di-grand-cakalang-regency-malang-hos41225634/
Rp 690 Juta,Rumah Pusat Kota 2 Lantai di Kayutangan Klojen Malang,"Klojen, Malang",78,82,https://www.rumah123.com/properti/malang-klojen/rumah-pusat-kota-2-lantai-di-kayutangan-klojen-malang-hos41225568/
"Rp 2,05 Miliar",Cepat Rumah Selangkah ke Jatim Park 2 Batu Malang,"Batu, Malang",150,180,https://www.rumah123.com/properti/malang-batu/cepat-rumah-selangkah-ke-jatim-park-2-batu-malang-hos41225520/
"Rp 1,2 Miliar",Cepat Rumah di Citra Garden Kedungkandang Buring Kota Malang,"Buring, Malang",186,50,https://www.rumah123.com/properti/malang-buring/cepat-rumah-di-citra-garden-kedungkandang-buring-kota-malang-hos41225499/
"Rp 1,45 Miliar","Rumah 2 Lantai - Kondisi Terawat Baik - Semi Furnishedlokasi : Myrra Residence, Lowokwaru - Kota Malang","Lowokwaru, Malang",84,168,https://www.rumah123.com/properti/malang-lowokwaru/rumah-2-lantai-kondisi-terawat-baik-semi-furnishedlokasi-myrra-residence-lowokwaru-kota-malang-hos41225440/
"Rp 1,1 Miliar",Rumah Minimalis Modern di Austinville Malang,"Dieng, Malang",84,65,https://www.rumah123.com/properti/malang-dieng/rumah-minimalis-modern-di-austinville-malang-hos41225465/
"Rp 1,75 Miliar","Rumah Cepat di Green Orchid, Lowokwaru, Malang","Soekarno Hatta, Malang",90,85,https://www.rumah123.com/properti/malang-soekarno-hatta/rumah-cepat-di-green-orchid-lowokwaru-malang-hos41225157/
"Rp 2,5 Miliar","Dijual Rumah di Griya Shanta, Tengah Kota Malang","Griya Shanta, Malang",164,300,https://www.rumah123.com/properti/malang-griya-shanta/dijual-rumah-di-griya-shanta-tengah-kota-malang-hos41225146/
"Rp 2,3 Miliar","Rumah Terawat Baik - Posisi Hook - Hadap Tamanlokasi : Perumahan Griyashanta, Lowokwaru - Kota Malang","Soekarno Hatta, Malang",175,90,https://www.rumah123.com/properti/malang-soekarno-hatta/rumah-terawat-baik-posisi-hook-hadap-tamanlokasi-perumahan-griyashanta-lowokwaru-kota-malang-hos41224887/
Rp 650 Juta,Rumah Semi Furnish Minimalis di Havana Park Malang,"Karangploso, Malang",72,45,https://www.rumah123.com/properti/malang-karangploso/rumah-semi-furnish-minimalis-di-havana-park-malang-hos41224818/
"Rp 1,89 Miliar",Rumah Furnish Keamanan 24 Jam di Greenland Tidar Malang,"Tidar, Malang",144,110,https://www.rumah123.com/properti/malang-tidar/rumah-furnish-keamanan-24-jam-di-greenland-tidar-malang-hos41224802/
"Rp 3,5 Miliar",Rumah Full Furnish 2 Lantai di Araya Malang,"Araya, Malang",210,450,https://www.rumah123.com/properti/malang-araya/rumah-full-furnish-2-lantai-di-araya-malang-hos41224783/
"Rp 1,6 Miliar",Ki Ageng Gribig Kedungkandang Kota Malang,"Kedungkandang, Malang",190,120,https://www.rumah123.com/properti/malang-kedungkandang/ki-ageng-gribig-kedungkandang-kota-malang-hos41224766/
"Rp 2,2 Miliar","Rumah Dekat Suhat di Jalan Bunga2, Lowokwaru, Malang","Soekarno Hatta, Malang",198,150,https://www.rumah123.com/properti/malang-soekarno-hatta/rumah-dekat-suhat-di-jalan-bunga2-lowokwaru-malang-hos41224706/
Rp 8 Miliar,Rumah Nyaman Bukit Dieng Malang Cocok untuk Keluarga Ric.a289,"Sukun, Malang",673,500,https://www.rumah123.com/properti/malang-sukun/rumah-nyaman-bukit-dieng-malang-cocok-untuk-keluarga-rica289-hos41224634/
Rp 790 Juta,Rumah Murah Akses Mudah di Patraland Malang,"Lowokwaru, Malang",119,84,https://www.rumah123.com/properti/malang-lowokwaru/rumah-murah-akses-mudah-di-patraland-malang-hos41224605/
"Rp 1,45 Miliar",Rumah Terawat 2 Lantai di Myrra Residence Lowokwaru Kota Malang,"Lowokwaru, Malang",84,168,https://www.rumah123.com/properti/malang-lowokwaru/rumah-terawat-2-lantai-di-myrra-residence-lowokwaru-kota-malang-hos41224471/
Rp 650 Juta,Rumah Semi Furnish Minimalis di Havana Park Malang,"Karangploso, Malang",72,45,https://www.rumah123.com/properti/malang-karangploso/rumah-semi-furnish-minimalis-di-havana-park-malang-hos41224586/
"Rp 1,89 Miliar",Rumah Furnish Keamanan 24 Jam di Greenland Tidar Malang,"Tidar, Malang",144,110,https://www.rumah123.com/properti/malang-tidar/rumah-furnish-keamanan-24-jam-di-greenland-tidar-malang-hos41224575/
"Rp 3,5 Miliar",Rumah Full Furnish 2 Lantai di Araya Malang,"Araya, Malang",210,450,https://www.rumah123.com/properti/malang-araya/rumah-full-furnish-2-lantai-di-araya-malang-hos41224562/
"Rp 2,3 Miliar","Rumah Terawat di Griya Shanta, Soehatt - Kota Malang","Malang Kota, Malang",175,90,https://www.rumah123.com/properti/malang-malang-kota/rumah-terawat-di-griya-shanta-soehatt-kota-malang-hos41224555/
"Rp 3,8 Miliar",Rumah Cocok untuk Guest House di Simpang Raya Langsep Malang,"Klojen, Malang",396,216,https://www.rumah123.com/properti/malang-klojen/rumah-cocok-untuk-guest-house-di-simpang-raya-langsep-malang-hos41224541/
"Rp 3,25 Miliar",Dijual Rumah di Pbi Araya Blimbing Malang Dekat Plaza Siap Huni,"Araya, Malang",200,240,https://www.rumah123.com/properti/malang-araya/dijual-rumah-di-pbi-araya-blimbing-malang-dekat-plaza-siap-huni-hos41224478/
"Rp 1,75 Miliar",Rumah Modern di Green Orchid Suhat Malang,"Malang Kota, Malang",90,85,https://www.rumah123.com/properti/malang-malang-kota/rumah-modern-di-green-orchid-suhat-malang-hos41224360/
Rp 350 Juta,"Rumah, 1 Lantai, SHM, di Tlogowaru","Tlogowaru, Malang",215,90,https://www.rumah123.com/properti/malang-tlogowaru/rumah-1-lantai-shm-di-tlogowaru-hos41224402/
Rp 750 Juta,Rumah Siap Huni 2 Lantai di Perumahan Pandanwangi Sulfat,"Blimbing, Malang",74,120,https://www.rumah123.com/properti/malang-blimbing/rumah-siap-huni-2-lantai-di-perumahan-pandanwangi-sulfat-hos40916249/
Rp 790 Juta,Rumah Murah Akses Mudah di Patraland Malang,"Lowokwaru, Malang",119,84,https://www.rumah123.com/properti/malang-lowokwaru/rumah-murah-akses-mudah-di-patraland-malang-hos41224223/
"Rp 2,6 Miliar",Rumah Minimalis Terawat di Graha Golf Araya Malang,"Araya, Malang",300,250,https://www.rumah123.com/properti/malang-araya/rumah-minimalis-terawat-di-graha-golf-araya-malang-hos18823068/
Rp 650 Juta,Rumah Semi Furnish Minimalis di Havana Park Malang,"Karangploso, Malang",72,45,https://www.rumah123.com/properti/malang-karangploso/rumah-semi-furnish-minimalis-di-havana-park-malang-hos41224206/
"Rp 1,89 Miliar",Rumah Furnish Keamanan 24 Jam di Greenland Tidar Malang,"Tidar, Malang",144,110,https://www.rumah123.com/properti/malang-tidar/rumah-furnish-keamanan-24-jam-di-greenland-tidar-malang-hos41224196/
Rp 500 Juta,Rumah Murah Hitung Tanah di Buring Kedungkandang,"Kedungkandang, Malang",200,150,https://www.rumah123.com/properti/malang-kedungkandang/rumah-murah-hitung-tanah-di-buring-kedungkandang-hos17040113/
"Rp 3,8 Miliar",Rumah Cocok untuk Guest House di Simpang Raya Langsep Malang,"Klojen, Malang",396,216,https://www.rumah123.com/properti/malang-klojen/rumah-cocok-untuk-guest-house-di-simpang-raya-langsep-malang-hos41224164/
"Rp 2,3 Miliar",Dijual Rumah Hook Terawat Kondisi Bersih Ada Servis Area Plus Gudang Siap Huni View Taman Depan Lingkungan Asri dan Nyaman Masjid dan Jl Suhat Akses Mudah ke Pusat Kota di Perum Griya Shanta Soekarno Hatta Malang Kota H625,"Soekarno Hatta, Malang",175,90,https://www.rumah123.com/properti/malang-soekarno-hatta/dijual-rumah-hook-terawat-kondisi-bersih-ada-servis-area-plus-gudang-siap-huni-view-taman-depan-lingkungan-asri-dan-hos41224137/
"Rp 1,8 Miliar",Dijual Rumah Hitung Tanah.lokasi di Dieng Kota Malang.,"Dieng Tidar, Malang",312,290,https://www.rumah123.com/properti/malang-dieng-tidar/dijual-rumah-hitung-di-dieng-kota-malang-hos40780179/
Rp 790 Juta,Rumah Murah Akses Mudah di Patraland Malang,"Lowokwaru, Malang",119,84,https://www.rumah123.com/properti/malang-lowokwaru/rumah-murah-akses-mudah-di-patraland-malang-hos41224082/
Rp 650 Juta,Rumah Semi Furnish Minimalis di Havana Park Malang,"Karangploso, Malang",72,45,https://www.rumah123.com/properti/malang-karangploso/rumah-semi-furnish-minimalis-di-havana-park-malang-hos41224066/
"Rp 1,5 Miliar","Rumah Baru 3 Lantai Proses Bangun di Daerah Sulfat, Malang","Sulfat, Malang",82,175,https://www.rumah123.com/properti/malang-sulfat/rumah-baru-3-lantai-proses-bangun-di-daerah-sulfat-malang-hos39278316/
"Rp 1,89 Miliar",Rumah Furnish Keamanan 24 Jam di Greenland Tidar Malang,"Tidar, Malang",144,110,https://www.rumah123.com/properti/malang-tidar/rumah-furnish-keamanan-24-jam-di-greenland-tidar-malang-hos41224054/
"Rp 3,5 Miliar",Rumah Full Furnish 2 Lantai di Araya Malang,"Araya, Malang",210,450,https://www.rumah123.com/properti/malang-araya/rumah-full-furnish-2-lantai-di-araya-malang-hos41224037/
"Rp 3,8 Miliar",Rumah Cocok untuk Guest House di Simpang Raya Langsep Malang,"Klojen, Malang",396,216,https://www.rumah123.com/properti/malang-klojen/rumah-cocok-untuk-guest-house-di-simpang-raya-langsep-malang-hos41224010/
"Rp 2,3 Miliar",Dijual Rumah Hook Terawat Kondisi Bersih Ada Servis Area Plus Gudang Dg Menghadap Taman Depan Siap Huni Lingkungan Aman Asri Lokasi Dekat Jl Suhat dan Masjid Akses Mudah ke Pusat Kota di Perum Griya Shanta Malang Kota H624,"Malang Kota, Malang",175,90,https://www.rumah123.com/properti/malang-malang-kota/dijual-rumah-hook-terawat-kondisi-bersih-ada-servis-area-plus-gudang-dg-menghadap-taman-depan-siap-huni-lingkungan-aman-hos41223998/
Rp 790 Juta,Rumah Murah Akses Mudah di Patraland Malang,"Lowokwaru, Malang",119,84,https://www.rumah123.com/properti/malang-lowokwaru/rumah-murah-akses-mudah-di-patraland-malang-hos41223964/
Rp 650 Juta,Rumah Semi Furnish Minimalis di Havana Park Malang,"Karangploso, Malang",72,45,https://www.rumah123.com/properti/malang-karangploso/rumah-semi-furnish-minimalis-di-havana-park-malang-hos41223946/
"Rp 1,89 Miliar",Rumah Furnish Keamanan 24 Jam di Greenland Tidar Malang,"Tidar, Malang",144,110,https://www.rumah123.com/properti/malang-tidar/rumah-furnish-keamanan-24-jam-di-greenland-tidar-malang-hos41223941/
"Rp 3,5 Miliar",Rumah Full Furnish 2 Lantai di Araya Malang,"Araya, Malang",210,450,https://www.rumah123.com/properti/malang-araya/rumah-full-furnish-2-lantai-di-araya-malang-hos41223913/
"Rp 3,8 Miliar",Rumah Cocok untuk Guest House di Simpang Raya Langsep Malang,"Klojen, Malang",396,216,https://www.rumah123.com/properti/malang-klojen/rumah-cocok-untuk-guest-house-di-simpang-raya-langsep-malang-hos41223892/
"Rp 3,25 Miliar",Rumah Siap Huni di Pbi Araya Blimbing Malang Dekat Plaza dan Rs,"Araya, Malang",200,240,https://www.rumah123.com/properti/malang-araya/rumah-siap-huni-di-pbi-araya-blimbing-malang-dekat-plaza-dan-rs-hos41223889/
"Rp 2,3 Miliar",Dijual Rumah Hook Terawat Kondisi Bersih dan Ada Area Jemur Plus Gudang View Taman Depan Siap Huni Lingkungan Asri dan Aman Lokasi Dekat Masjid dan Jl Suhat di Perum Griya Shanta Lowokwaru Malang Kota H623,"Lowokwaru, Malang",175,90,https://www.rumah123.com/properti/malang-lowokwaru/dijual-rumah-hook-terawat-kondisi-bersih-dan-ada-area-jemur-plus-gudang-view-taman-depan-siap-huni-lingkungan-asri-dan-hos41223884/
"Rp 2,7 Miliar",Dijual Rumah Siap Huni Dekat Ub 2 di Villa Puncak Tidar Malang,"Villa Puncak Tidar, Malang",158,100,https://www.rumah123.com/properti/malang-villa-puncak-tidar/dijual-rumah-siap-huni-dekat-ub-2-di-villa-puncak-tidar-malang-hos41223874/
Rp 790 Juta,Rumah Murah Akses Mudah di Patraland Malang,"Lowokwaru, Malang",119,84,https://www.rumah123.com/properti/malang-lowokwaru/rumah-murah-akses-mudah-di-patraland-malang-hos41223856/
Rp 650 Juta,Rumah Semi Furnish Minimalis di Havana Park Malang,"Karangploso, Malang",72,45,https://www.rumah123.com/properti/malang-karangploso/rumah-semi-furnish-minimalis-di-havana-park-malang-hos41223846/
"Rp 1,89 Miliar",Rumah Furnish Keamanan 24 Jam di Greenland Tidar Malang,"Tidar, Malang",144,110,https://www.rumah123.com/properti/malang-tidar/rumah-furnish-keamanan-24-jam-di-greenland-tidar-malang-hos41223836/
Rp 650 Juta,Dijual Rumah Siap Huni Dekat Exit Tol dan Bandara di Pakis Malang,"Pakis, Malang",70,98,https://www.rumah123.com/properti/malang-pakis/dijual-rumah-siap-huni-dekat-exit-tol-dan-bandara-di-pakis-malang-hos41223832/
"Rp 3,5 Miliar",Rumah Full Furnish 2 Lantai di Araya Malang,"Araya, Malang",210,450,https://www.rumah123.com/properti/malang-araya/rumah-full-furnish-2-lantai-di-araya-malang-hos41223826/
Rp 875 Juta,Dijual Rumah Furnished One Gate System Dekat Tol Pakis Malang,"Pakis, Malang",144,180,https://www.rumah123.com/properti/malang-pakis/dijual-rumah-furnished-one-gate-system-dekat-tol-pakis-malang-hos41223821/
Rp 750 Juta,Rumah Minimalis 3 KT di Ikan2 Blimbing Malang,"Blimbing, Malang",75,80,https://www.rumah123.com/properti/malang-blimbing/rumah-minimalis-3-kt-di-ikan2-blimbing-malang-hos39915029/
"Rp 3,8 Miliar",Rumah Cocok untuk Guest House di Simpang Raya Langsep Malang,"Klojen, Malang",396,216,https://www.rumah123.com/properti/malang-klojen/rumah-cocok-untuk-guest-house-di-simpang-raya-langsep-malang-hos41223785/
Rp 9 Miliar,Dijual Rumah Strategis di Poros Jalan Kaliurang Dekat Pusat Kota,"Malang Kota, Malang",327,450,https://www.rumah123.com/properti/malang-malang-kota/dijual-rumah-strategis-di-poros-jalan-kaliurang-dekat-pusat-kota-hos41223546/
Rp 790 Juta,Rumah Murah Akses Mudah di Patraland Malang,"Lowokwaru, Malang",119,84,https://www.rumah123.com/properti/malang-lowokwaru/rumah-murah-akses-mudah-di-patraland-malang-hos41223708/
Rp 650 Juta,Rumah Semi Furnish Minimalis di Havana Park Malang,"Karangploso, Malang",72,45,https://www.rumah123.com/properti/malang-karangploso/rumah-semi-furnish-minimalis-di-havana-park-malang-hos41223672/
