price,title,location,land_size_m2,building_size_m2,link
"Rp 1,1 Miliar",Rumah Kondisi Baik di Perumahan Grand Permata Jingga Sawojajar Malang,"Sawojajar, Malang",78,42,https://www.rumah123.com/properti/malang-sawojajar/rumah-kondisi-baik-di-perumahan-grand-permata-jingga-sawojajar-malang-hos41015851/
"Rp 13,5 Miliar","Rumah Premium dengan Private Pool di Istana Dieng, Sukun Malang","Sukun, Malang",446,500,https://www.rumah123.com/properti/malang-sukun/rumah-premium-dengan-private-pool-di-istana-dieng-sukun-malang-hos41007877/
Rp 795 Juta,"Rumah Sangat Nyaman di Perumahan The Oz, Tidar Atas Malang","Tidar, Malang",78,60,https://www.rumah123.com/properti/malang-tidar/rumah-sangat-nyaman-di-perumahan-the-oz-tidar-atas-malang-hos41006487/
"Rp 1,5 Miliar",Dijual Rumah Siap Huni di Pelita Teluk Bayur Blimbing Malang,"Blimbing, Malang",197,167,https://www.rumah123.com/properti/malang-blimbing/dijual-rumah-siap-huni-di-pelita-teluk-bayur-blimbing-malang-hos41227313/
Rp 375 Juta,Rumah Dekat Alfamart di Perumahan Bumi Mondoroko Raya Singosari,"Singosari, Malang",65,36,https://www.rumah123.com/properti/malang-singosari/rumah-dekat-alfamart-di-perumahan-bumi-mondoroko-raya-singosari-hos40904873/
Rp 375 Juta,rumah murah malang,"Singosari, Malang",70,45,https://www.rumah123.com/properti/malang-singosari/rumah-murah-malang-hos40545814/
"Rp 21,7 Miliar","Rumah Megah dengan Private Pool di Ijen Nirwana, Klojen Malang","Klojen, Malang",1558,1500,https://www.rumah123.com/properti/malang-klojen/rumah-megah-dengan-private-pool-di-ijen-nirwana-klojen-malang-hos41108672/
"Rp 3,9 Miliar",Rumah Kost Premium di Area Candi Panggung Lowokwaru Malang,"Lowokwaru, Malang",162,300,https://www.rumah123.com/properti/malang-lowokwaru/rumah-kost-premium-di-area-candi-panggung-lowokwaru-malang-hos41006506/
Rp 875 Juta,"Rumah Konsep Industrial di Pandanwangi, Sulfat Blimbing Malang","Blimbing, Malang",74,110,https://www.rumah123.com/properti/malang-blimbing/rumah-konsep-industrial-di-pandanwangi-sulfat-blimbing-malang-hos41007934/
"Rp 2,9 Miliar","Rumah Modern 2 Lantai Posisi Hook di Mainroad Austinville, Tidar Malang","Tidar, Malang",212,130,https://www.rumah123.com/properti/malang-tidar/rumah-modern-2-lantai-posisi-hook-di-mainroad-austinville-tidar-malang-hos41157685/
"Rp 1,3 Miliar",Rumah Nyaman di Jalan Saxophone Tunggulwulung Lowokwaru Malang,"Lowokwaru, Malang",110,120,https://www.rumah123.com/properti/malang-lowokwaru/rumah-nyaman-di-jalan-saxophone-tunggulwulung-lowokwaru-malang-hos41006518/
"Rp 3,75 Miliar",Rumah Klasik Terawat Di Daerah Dieng Malang,"Sukun, Malang",397,300,https://www.rumah123.com/properti/malang-sukun/rumah-klasik-terawat-di-daerah-dieng-malang-hos19403304/
Rp 350 Juta,Rumah Murah Kota Malang Lokasi di Belakang Gor Kenarok,"Kedungkandang, Malang",71,41,https://www.rumah123.com/properti/malang-kedungkandang/rumah-murah-kota-malang-lokasi-di-belakang-gor-kenarok-hos41081705/
"Rp 2,8 Miliar",Rumah Strategis Dekat Superindo Dan Plaza Di Araya Malang,"Blimbing, Malang",290,250,https://www.rumah123.com/properti/malang-blimbing/rumah-strategis-dekat-superindo-dan-plaza-di-araya-malang-hos39134037/
"Rp 2,9 Miliar",Rumah Siap Huni di Perumahan Puncak Dieng Dau Malang,"Dau, Malang",378,100,https://www.rumah123.com/properti/malang-dau/rumah-siap-huni-di-perumahan-puncak-dieng-dau-malang-hos41101843/
"Rp 1,3 Miliar",Rumah Modern di Dalam Cluster Candi-Candi Lowokwaru Malang,"Lowokwaru, Malang",67,98,https://www.rumah123.com/properti/malang-lowokwaru/rumah-modern-di-dalam-cluster-candicandi-lowokwaru-malang-hos41024872/
Rp 375 Juta,Rumah Murah Kota Malang 3 Menit Gor Kenarok,"Kedungkandang, Malang",71,41,https://www.rumah123.com/properti/malang-kedungkandang/rumah-murah-kota-malang-3-menit-gor-kenarok-hos41066281/
Rp 614 Juta,"Rumah Modern Skandinavia Siap Huni di Singosari, Malang","Singosari, Malang",82,72,https://www.rumah123.com/properti/malang-singosari/rumah-modern-skandinavia-siap-huni-di-singosari-malang-hos41177773/
"Rp 1,35 Miliar",Rumah Baru dengan Desain Industrial 2 Lantai di Sukun Malang,"Sukun, Malang",80,136,https://www.rumah123.com/properti/malang-sukun/rumah-baru-dengan-desain-industrial-2-lantai-di-sukun-malang-hos41015942/
Rp 850 Juta,"Rumah Siap Huni di Perumahan Pandanwangi Royal Park, Sulfat Blimbing Malang","Blimbing, Malang",70,54,https://www.rumah123.com/properti/malang-blimbing/rumah-siap-huni-di-perumahan-pandanwangi-royal-park-sulfat-blimbing-malang-hos41015836/
"Rp 1,9 Miliar","Rumah Nyaman di Pondok Blimbing Indah, Araya Blimbing Malang","Araya, Malang",144,180,https://www.rumah123.com/properti/malang-araya/rumah-nyaman-di-pondok-blimbing-indah-araya-blimbing-malang-hos41015811/
Rp 900 Juta,Rumah Siap Huni di Jalan Ontoseno Blimbing Malang Dekat Rampal,"Blimbing, Malang",144,170,https://www.rumah123.com/properti/malang-blimbing/rumah-siap-huni-di-jalan-ontoseno-blimbing-malang-dekat-rampal-hos41227241/
Rp 399 Juta,"Rumah Baru Modern Minimalis di Tlogowaru, Kedungkandang Malang","Kedungkandang, Malang",72,40,https://www.rumah123.com/properti/malang-kedungkandang/rumah-baru-modern-minimalis-di-tlogowaru-kedungkandang-malang-hos41015924/
"Rp 2,95 Miliar",Rumah Usaha di Mainroad Pondok Blimbing Indah Araya Malang,"Araya, Malang",314,250,https://www.rumah123.com/properti/malang-araya/rumah-usaha-di-mainroad-pondok-blimbing-indah-araya-malang-hos41016040/
Rp 399 Juta,"Rumah Baru Modern Minimalis di Tlogowaru, Kedungkandang Malang","Kedungkandang, Malang",72,40,https://www.rumah123.com/properti/malang-kedungkandang/rumah-baru-modern-minimalis-di-tlogowaru-kedungkandang-malang-hos41015935/
"Rp 3,2 Miliar",Rumah Vibes Villa di Patra Residence Karangploso Malang,"Karangploso, Malang",134,110,https://www.rumah123.com/properti/malang-karangploso/rumah-vibes-villa-di-patra-residence-karangploso-malang-hos41171709/
Rp 425 Juta,Rumah Terawat di Perumahan D Griyeda Jannati Tlogowaru Kedungkandang Malang,"Kedungkandang, Malang",72,60,https://www.rumah123.com/properti/malang-kedungkandang/rumah-terawat-di-perumahan-d-griyeda-jannati-tlogowaru-kedungkandang-malang-hos41015950/
"Rp 1,95 Miliar","Rumah Siap Huni Desain Modern di Grand Permata Jingga, Sawojajar Malang","Sawojajar, Malang",105,106,https://www.rumah123.com/properti/malang-sawojajar/rumah-siap-huni-desain-modern-di-grand-permata-jingga-sawojajar-malang-hos41101924/
Rp 800 Juta,"Rumah Nyaman di Jalan Danau Maninjau Sawojajar, Kedungkandang Malang","Kedungkandang, Malang",84,56,https://www.rumah123.com/properti/malang-kedungkandang/rumah-nyaman-di-jalan-danau-maninjau-sawojajar-kedungkandang-malang-hos41101846/
Rp 875 Juta,Dijual Rumah di Perumahan Villa Tlogomas Malang One Gate System,"Lowokwaru, Malang",70,80,https://www.rumah123.com/properti/malang-lowokwaru/dijual-rumah-di-perumahan-villa-tlogomas-malang-one-gate-system-hos41227191/
"Rp 1,8 Miliar","S46yen Rumah Posisi Hook Araya Malang, Row Jalan Lebar Daerah Aman","Araya, Malang",227,120,https://www.rumah123.com/properti/malang-araya/s46yen-rumah-posisi-hook-araya-malang-row-jalan-lebar-daerah-aman-hos41226467/
"Rp 1,4 Miliar",Rumah Minimalis Siap Huni di Pondok Blimbing Indah Araya Malang,"Araya, Malang",136,70,https://www.rumah123.com/properti/malang-araya/rumah-minimalis-siap-huni-di-pondok-blimbing-indah-araya-malang-hos41024838/
"Rp 1,4 Miliar","Rumah Siap Huni dan Nyaman di Pandanwangi, Sulfat Blimbing Malang","Blimbing, Malang",96,170,https://www.rumah123.com/properti/malang-blimbing/rumah-siap-huni-dan-nyaman-di-pandanwangi-sulfat-blimbing-malang-hos41108655/
"Rp 1,6 Miliar",Rukos Santorini Vibes Furnish di Tunggulwulung Lowokwaru Malang,"Lowokwaru, Malang",60,180,https://www.rumah123.com/properti/malang-lowokwaru/rukos-santorini-vibes-furnish-di-tunggulwulung-lowokwaru-malang-hos41024895/
"Rp 3,95 Miliar","Rumah Full Furnished dan Nyaman di Istana Dieng, Sukun Malang","Sukun, Malang",194,300,https://www.rumah123.com/properti/malang-sukun/rumah-full-furnished-dan-nyaman-di-istana-dieng-sukun-malang-hos41171676/
"Rp 1,15 Miliar",Rumah Kost Baru Lokasi Strategis di Tasikmadu Lowokwaru Kota Malang,"Lowokwaru, Malang",79,120,https://www.rumah123.com/properti/malang-lowokwaru/rumah-kost-baru-lokasi-strategis-di-tasikmadu-lowokwaru-kota-malang-hos41108696/
"Rp 1,45 Miliar",Dijual Rumah Bagus Semi Furnish di Myrra Residence Lowokwaru Malang,"Lowokwaru, Malang",168,84,https://www.rumah123.com/properti/malang-lowokwaru/dijual-rumah-bagus-semi-furnish-di-myrra-residence-lowokwaru-malang-hos41227161/
"Rp 2,5 Miliar","Rumah Baru Design Minimalis Kontemporer di Cluster Hill, The Araya Malang","Araya, Malang",144,190,https://www.rumah123.com/properti/malang-araya/rumah-baru-design-minimalis-kontemporer-di-cluster-hill-the-araya-malang-hos41060770/
"Rp 4,9 Miliar",Rumah Design Modern Full Furnish di Greenwood Golf Kota Araya Malang,"Araya, Malang",240,300,https://www.rumah123.com/properti/malang-araya/rumah-design-modern-full-furnish-di-greenwood-golf-kota-araya-malang-hos41108646/
Rp 295 Juta,Rumah Modern Siap Huni di De Layla Residence Pakis Malang,"Pakis, Malang",60,36,https://www.rumah123.com/properti/malang-pakis/rumah-modern-siap-huni-di-de-layla-residence-pakis-malang-hos41177742/
Rp 900 Juta,Rumah Siap Huni Desain Modern di Sanata Village Kedungkandang Malang,"Kedungkandang, Malang",72,130,https://www.rumah123.com/properti/malang-kedungkandang/rumah-siap-huni-desain-modern-di-sanata-village-kedungkandang-malang-hos41108652/
"Rp 3,2 Miliar","Rumah Hook Modern di Grand Permata Jingga, Sawojajar Malang","Sawojajar, Malang",170,120,https://www.rumah123.com/properti/malang-sawojajar/rumah-hook-modern-di-grand-permata-jingga-sawojajar-malang-hos41157696/
Rp 3 Miliar,"Rumah Nyaman di Citra Garden Cluster The Peak, Kedungkandang Malang","Kedungkandang, Malang",247,200,https://www.rumah123.com/properti/malang-kedungkandang/rumah-nyaman-di-citra-garden-cluster-the-peak-kedungkandang-malang-hos41157711/
"Rp 2,2 Miliar","Rumah Dekat Suhat di Jalan Bunga - Bunga, Lowokwaru Malang","Lowokwaru, Malang",198,150,https://www.rumah123.com/properti/malang-lowokwaru/rumah-dekat-suhat-di-jalan-bunga-bunga-lowokwaru-malang-hos41227120/
Rp 900 Juta,Rumah Siap Huni di Jasmine Valley Binus Araya Malang,"Araya, Malang",60,64,https://www.rumah123.com/properti/malang-araya/rumah-siap-huni-di-jasmine-valley-binus-araya-malang-hos41157702/
"Rp 1,7 Miliar","Rumah Gress Baru Renov di Tunggulwulung, Lowokwaru Malang","Lowokwaru, Malang",164,200,https://www.rumah123.com/properti/malang-lowokwaru/rumah-gress-baru-renov-di-tunggulwulung-lowokwaru-malang-hos41157699/
Rp 933 Juta,Rumah Baru Siap Huni Super Cantik di Greenland Tidar Malang,"Tidar, Malang",91,52,https://www.rumah123.com/properti/malang-tidar/rumah-baru-siap-huni-super-cantik-di-greenland-tidar-malang-hos41171663/
"Rp 2,5 Miliar",Rumah Luxury Strategis di Grand Permata Jingga Sawojajar Malang,"Sawojajar, Malang",105,89,https://www.rumah123.com/properti/malang-sawojajar/rumah-luxury-strategis-di-grand-permata-jingga-sawojajar-malang-hos41177839/
Rp 983 Juta,"Rumah Modern dengan Inner Courtyard di Araya, Malang","Araya, Malang",78,56,https://www.rumah123.com/properti/malang-araya/rumah-modern-dengan-inner-courtyard-di-araya-malang-hos41171596/
Rp 783 Juta,"Rumah Minimalis Siap Huni Desain Modern di Araya, Malang","Araya, Malang",43,49,https://www.rumah123.com/properti/malang-araya/rumah-minimalis-siap-huni-desain-modern-di-araya-malang-hos41171604/
Rp 430 Juta,Rumah Nyaman di Permata Annisa Wonokoyo Kedungkandang Kota Malang,"Kedungkandang, Malang",72,42,https://www.rumah123.com/properti/malang-kedungkandang/rumah-nyaman-di-permata-annisa-wonokoyo-kedungkandang-kota-malang-hos41171583/
Rp 952 Juta,"Town House 2 Lantai Siap Huni Sangat Nyaman di Araya, Malang","Araya, Malang",55,56,https://www.rumah123.com/properti/malang-araya/town-house-2-lantai-siap-huni-sangat-nyaman-di-araya-malang-hos41171611/
"Rp 6,5 Miliar","Rumah Modern Premium di Jaksa Agung Suprapto, Klojen Malang","Klojen, Malang",436,700,https://www.rumah123.com/properti/malang-klojen/rumah-modern-premium-di-jaksa-agung-suprapto-klojen-malang-hos41171671/
"Rp 1,13 Miliar",Rumah Modern Selangkah ke Exit Tol Sawojajar Kedungkandang Malang,"Kedungkandang, Malang",98,68,https://www.rumah123.com/properti/malang-kedungkandang/rumah-modern-selangkah-ke-exit-tol-sawojajar-kedungkandang-malang-hos41177747/
"Rp 1,38 Miliar",Rumah Aesthetic Karya Andra Matin di Araya Malang,"Araya, Malang",72,70,https://www.rumah123.com/properti/malang-araya/rumah-aesthetic-karya-andra-matin-di-araya-malang-hos41171623/
"Rp 1,66 Miliar",Rumah Konsep Resort di Sakala Living Villa Puncak Tidar Malang,"Villa Puncak Tidar, Malang",117,92,https://www.rumah123.com/properti/malang-villa-puncak-tidar/rumah-konsep-resort-di-sakala-living-villa-puncak-tidar-malang-hos41177725/
"Rp 3,8 Miliar",Rumah Siap Huni di Perumahan Pondok Blimbing Indah Araya Malang,"Araya, Malang",424,550,https://www.rumah123.com/properti/malang-araya/rumah-siap-huni-di-perumahan-pondok-blimbing-indah-araya-malang-hos41177527/
Rp 375 Juta,- Hunian Depan Jalan Mobil di Kawasan Ramai Berkembang,"Malang Kota, Malang",72,36,https://www.rumah123.com/properti/malang-malang-kota/hunian-depan-jalan-mobil-di-kawasan-ramai-berkembang-hos41097399/
Rp 699 Juta,Rumah Modern Siap Huni di Kanigraha Residence Blimbing Malang,"Blimbing, Malang",75,50,https://www.rumah123.com/properti/malang-blimbing/rumah-modern-siap-huni-di-kanigraha-residence-blimbing-malang-hos41171641/
"Rp 1,11 Miliar","Rumah Baru Ready Stock, Full Furnished di Greenland Tidar Malang","Tidar, Malang",90,52,https://www.rumah123.com/properti/malang-tidar/rumah-baru-ready-stock-full-furnished-di-greenland-tidar-malang-hos41171667/
"Rp 1,04 Miliar","Rumah Baru Siap Huni di Jalan Tumenggung Suryo, Blimbing Malang","Blimbing, Malang",72,50,https://www.rumah123.com/properti/malang-blimbing/rumah-baru-siap-huni-di-jalan-tumenggung-suryo-blimbing-malang-hos41171653/
"Rp 1,88 Miliar",Rumah Siap Huni dan Full Furnished di Greenland Tidar Malang,"Tidar, Malang",144,110,https://www.rumah123.com/properti/malang-tidar/rumah-siap-huni-dan-full-furnished-di-greenland-tidar-malang-hos41177559/
Rp 850 Juta,"Rumah Nyaman Siap Huni di Area Cengger Ayam, Lowokwaru Malang","Lowokwaru, Malang",86,80,https://www.rumah123.com/properti/malang-lowokwaru/rumah-nyaman-siap-huni-di-area-cengger-ayam-lowokwaru-malang-hos41171688/
"Rp 1,2 Miliar",Rumah Minimalis Siap Huni di Pondok Blimbing Indah Araya Kota Malang,"Blimbing, Malang",135,100,https://www.rumah123.com/properti/malang-blimbing/rumah-minimalis-siap-huni-di-pondok-blimbing-indah-araya-kota-malang-hos41177489/
"Rp 2,45 Miliar",Rumah Sangat Nyaman di Dieng Townhouse Sukun Malang,"Sukun, Malang",150,125,https://www.rumah123.com/properti/malang-sukun/rumah-sangat-nyaman-di-dieng-townhouse-sukun-malang-hos41177758/
Rp 500 Juta,Rumah Modern Sangat Nyaman di Villa Bukit Tidar Lowokwaru Malang,"Lowokwaru, Malang",72,35,https://www.rumah123.com/properti/malang-lowokwaru/rumah-modern-sangat-nyaman-di-villa-bukit-tidar-lowokwaru-malang-hos41171700/
Rp 700 Juta,Rumah Nyaman Siap Huni Modern di Villa Bukit Tidar Malang,"Lowokwaru, Malang",84,64,https://www.rumah123.com/properti/malang-lowokwaru/rumah-nyaman-siap-huni-modern-di-villa-bukit-tidar-malang-hos41171712/
"Rp 3,2 Miliar",Rumah Kost Eksclusive Lokasi Jalan Bunga Cengkeh Lowokwaru Kota Malang,"Lowokwaru, Malang",107,350,https://www.rumah123.com/properti/malang-lowokwaru/rumah-kost-eksclusive-lokasi-jalan-bunga-cengkeh-lowokwaru-kota-malang-hos41177495/
"Rp 2,1 Miliar",Rumah Siap Huni 2 Lantai di Green Orchid Cluster Aranthera Lowokwaru Malang,"Lowokwaru, Malang",120,110,https://www.rumah123.com/properti/malang-lowokwaru/rumah-siap-huni-2-lantai-di-green-orchid-cluster-aranthera-lowokwaru-malang-hos41177500/
Rp 599 Juta,Rumah Indent Bangun 7 Bulan di Jalan Ikan Cakalang Blimbing Malang,"Blimbing, Malang",60,66,https://www.rumah123.com/properti/malang-blimbing/rumah-indent-bangun-7-bulan-di-jalan-ikan-cakalang-blimbing-malang-hos41177497/
"Rp 1,15 Miliar","Rumah Nyaman di Perumahan Tirtasani Royal Resort, Karangploso Malang","Karangploso, Malang",180,75,https://www.rumah123.com/properti/malang-karangploso/rumah-nyaman-di-perumahan-tirtasani-royal-resort-karangploso-malang-hos39938546/
"Rp 15,5 Miliar",Rumah Siap Huno di Poros Raya Permata Jingga Lowokwaru Malang,"Lowokwaru, Malang",701,1000,https://www.rumah123.com/properti/malang-lowokwaru/rumah-siap-huno-di-poros-raya-permata-jingga-lowokwaru-malang-hos41177512/
Rp 900 Juta,"Rumah Modern Semi Furnished Lokasi Joyo Agung, Lowokwaru Malang","Lowokwaru, Malang",70,80,https://www.rumah123.com/properti/malang-lowokwaru/rumah-modern-semi-furnished-lokasi-joyo-agung-lowokwaru-malang-hos41177556/
Rp 8 Miliar,Rumah Hook Split Level di Perumahan Araya Blimbing Kota Malang,"Blimbing, Malang",342,500,https://www.rumah123.com/properti/malang-blimbing/rumah-hook-split-level-di-perumahan-araya-blimbing-kota-malang-hos41177531/
Rp 790 Juta,"Rumah Minimalis Sangat Nyaman di Pandanwangi, Sulfat Blimbing Malang","Blimbing, Malang",61,77,https://www.rumah123.com/properti/malang-blimbing/rumah-minimalis-sangat-nyaman-di-pandanwangi-sulfat-blimbing-malang-hos41177552/
"Rp 5,2 Miliar",Rumah Megah 3 Lantai di Greenwood Boulevard Araya Malang,"Araya, Malang",300,450,https://www.rumah123.com/properti/malang-araya/rumah-megah-3-lantai-di-greenwood-boulevard-araya-malang-hos41177666/
"Rp 1,1 Miliar","Rumah Sangat Nyaman di Noor Residence, Dieng Dau Malang","Dau, Malang",123,88,https://www.rumah123.com/properti/malang-dau/rumah-sangat-nyaman-di-noor-residence-dieng-dau-malang-hos41177783/
Rp 1 Miliar,Rumah 2 Lantai dengan Desain Modern di Sulfat Blimbing Malang,"Blimbing, Malang",88,136,https://www.rumah123.com/properti/malang-blimbing/rumah-2-lantai-dengan-desain-modern-di-sulfat-blimbing-malang-hos41177705/
"Rp 2,85 Miliar","Rumah Siap Huni di Perumahan Permata Jingga, Lowokwaru, Malang","Lowokwaru, Malang",180,120,https://www.rumah123.com/properti/malang-lowokwaru/rumah-siap-huni-di-perumahan-permata-jingga-lowokwaru-malang-hos41177761/
"Rp 1,25 Miliar","Rumah Semi Furnished Siap Huni di The Oz Tidar, Malang","Tidar, Malang",105,110,https://www.rumah123.com/properti/malang-tidar/rumah-semi-furnished-siap-huni-di-the-oz-tidar-malang-hos41192957/
"Rp 1,54 Miliar","Rumah Baru 3 Lantai di Tumenggung Suryo, Blimbing Malang","Blimbing, Malang",72,110,https://www.rumah123.com/properti/malang-blimbing/rumah-baru-3-lantai-di-tumenggung-suryo-blimbing-malang-hos41177734/
"Rp 1,24 Miliar",Rumah Baru Gress di Jalan Tumenggung Suryo Blimbing Malang,"Blimbing, Malang",72,80,https://www.rumah123.com/properti/malang-blimbing/rumah-baru-gress-di-jalan-tumenggung-suryo-blimbing-malang-hos41177710/
"Rp 3,75 Miliar","Rumah Hook Sangat Nyaman di Pondok Blimbing Indah, Araya Malang","Araya, Malang",300,275,https://www.rumah123.com/properti/malang-araya/rumah-hook-sangat-nyaman-di-pondok-blimbing-indah-araya-malang-hos41177846/
"Rp 1,19 Miliar","Rumah Townhouse Kekinian di Villa Puncak Tidar, Malang","Villa Puncak Tidar, Malang",84,73,https://www.rumah123.com/properti/malang-villa-puncak-tidar/rumah-townhouse-kekinian-di-villa-puncak-tidar-malang-hos41177717/
"Rp 1,7 Miliar","Rumah Siap Huni di Sulfat, Pandanwangi Blimbing Malang","Blimbing, Malang",124,150,https://www.rumah123.com/properti/malang-blimbing/rumah-siap-huni-di-sulfat-pandanwangi-blimbing-malang-hos41177765/
"Rp 1,1 Miliar","Rumah Full Furnish Siap Huni di Grand Permata Jingga, Pakis, Malang","Pakis, Malang",78,42,https://www.rumah123.com/properti/malang-pakis/rumah-full-furnish-siap-huni-di-grand-permata-jingga-pakis-malang-hos41192975/
"Rp 1,05 Miliar",Rumah Modern Selangkah ke Exit Tol Sawojajar Kedungkandang Malang,"Kedungkandang, Malang",96,57,https://www.rumah123.com/properti/malang-kedungkandang/rumah-modern-selangkah-ke-exit-tol-sawojajar-kedungkandang-malang-hos41177751/
Rp 398 Juta,Rumah di Bawah 400 Juta di Alam Buring Inside Kedungkandang Malang,"Kedungkandang, Malang",60,54,https://www.rumah123.com/properti/malang-kedungkandang/rumah-di-bawah-400-juta-di-alam-buring-inside-kedungkandang-malang-hos41177814/
Rp 960 Juta,"Rumah Minimalis Kondisi Baru di Jalan Cakalang, Blimbing Malang","Blimbing, Malang",77,138,https://www.rumah123.com/properti/malang-blimbing/rumah-minimalis-kondisi-baru-di-jalan-cakalang-blimbing-malang-hos41177810/
"Rp 1,35 Miliar",Rumah Terawat di Green Orchid Soekarno Hatta Lowokwaru Malang,"Lowokwaru, Malang",90,45,https://www.rumah123.com/properti/malang-lowokwaru/rumah-terawat-di-green-orchid-soekarno-hatta-lowokwaru-malang-hos41177851/
Rp 575 Juta,Rumah Minimalis Siap Huni di Atrani Residence Sukun Malang,"Sukun, Malang",98,61,https://www.rumah123.com/properti/malang-sukun/rumah-minimalis-siap-huni-di-atrani-residence-sukun-malang-hos41177823/
Rp 290 Juta,Rumah Nyaman di Perumahan Griya Nieuw Singhasari Singosari Malang,"Singosari, Malang",72,60,https://www.rumah123.com/properti/malang-singosari/rumah-nyaman-di-perumahan-griya-nieuw-singhasari-singosari-malang-hos39241588/
"Rp 3,5 Miliar","Rumah Estetik Full Furnished di Pulau-Pulau, Sukun Malang","Sukun, Malang",164,240,https://www.rumah123.com/properti/malang-sukun/rumah-estetik-full-furnished-di-pulaupulau-sukun-malang-hos41180506/
"Rp 4,7 Miliar","Rumah Mewah Siap Huni di Perumahan Kartika Asri, Blimbing Malang","Blimbing, Malang",356,411,https://www.rumah123.com/properti/malang-blimbing/rumah-mewah-siap-huni-di-perumahan-kartika-asri-blimbing-malang-hos41177860/
"Rp 1,2 Miliar",Rumah Modern Minimalis di Citra Garden City Kedungkandang Malang,"Kedungkandang, Malang",96,60,https://www.rumah123.com/properti/malang-kedungkandang/rumah-modern-minimalis-di-citra-garden-city-kedungkandang-malang-hos39938481/
Rp 975 Juta,Rumah Siap Huni Terawat di Tasikmadu Lowokwaru Kota Malang,"Lowokwaru, Malang",139,100,https://www.rumah123.com/properti/malang-lowokwaru/rumah-siap-huni-terawat-di-tasikmadu-lowokwaru-kota-malang-hos41177854/
"Rp 1,75 Miliar",Rumah Baru Siap Huni di Perumahan Pondok Blimbing Indah Malang,"Blimbing, Malang",102,125,https://www.rumah123.com/properti/malang-blimbing/rumah-baru-siap-huni-di-perumahan-pondok-blimbing-indah-malang-hos41177876/
Rp 850 Juta,Rumah Siap Huni di Cluster The 8 Residence Tasikmadu Lowokwaru Malang,"Lowokwaru, Malang",72,55,https://www.rumah123.com/properti/malang-lowokwaru/rumah-siap-huni-di-cluster-the-8-residence-tasikmadu-lowokwaru-malang-hos41177868/
"Rp 2,3 Miliar",Rumah Tema Klasik Siap Huni di Cluster Golf Kota Araya Malang,"Araya, Malang",210,350,https://www.rumah123.com/properti/malang-araya/rumah-tema-klasik-siap-huni-di-cluster-golf-kota-araya-malang-hos41192929/
"Rp 2,6 Miliar",Rumah 2 Lantai Siap Huni di Sawojajar Dekat Informa,"Sawojajar, Malang",180,250,https://www.rumah123.com/properti/malang-sawojajar/rumah-2-lantai-siap-huni-di-sawojajar-dekat-informa-hos39559776/
"Rp 1,85 Miliar","Rukost Aktif Kondisi Baik Lokasi Arumba, Lowokwaru Malang","Lowokwaru, Malang",74,138,https://www.rumah123.com/properti/malang-lowokwaru/rukost-aktif-kondisi-baik-lokasi-arumba-lowokwaru-malang-hos41192945/
"Rp 1,9 Miliar","Rumah Desain Modern dan Terawat di Green Orchid, Lowokwaru Malang","Lowokwaru, Malang",90,35,https://www.rumah123.com/properti/malang-lowokwaru/rumah-desain-modern-dan-terawat-di-green-orchid-lowokwaru-malang-hos41192948/
"Rp 2,3 Miliar",Rumah Modern Full Furnish di Cluster Hill The Araya Malang,"Araya, Malang",192,100,https://www.rumah123.com/properti/malang-araya/rumah-modern-full-furnish-di-cluster-hill-the-araya-malang-hos39241454/
Rp 640 Juta,"Rumah Minimalis Siap Huni di Bridgetown Tidar, Malang","Tidar, Malang",84,73,https://www.rumah123.com/properti/malang-tidar/rumah-minimalis-siap-huni-di-bridgetown-tidar-malang-hos39982935/
Rp 285 Juta,Rumah Siap Huni Pakisjajar Pakis,"Pakis, Malang",57,57,https://www.rumah123.com/properti/malang-pakis/rumah-siap-huni-pakisjajar-pakis-hos41034077/
"Rp 1,7 Miliar","Rumah Klasik di Area Jalan Ciliwung, Blimbing Kota Malang","Blimbing, Malang",206,126,https://www.rumah123.com/properti/malang-blimbing/rumah-klasik-di-area-jalan-ciliwung-blimbing-kota-malang-hos39655563/
"Rp 8,75 Miliar","Rumah Klasik 4 Lantai Kondisi Baik di Tidar Bawah, Kota Malang","Tidar, Malang",515,1000,https://www.rumah123.com/properti/malang-tidar/rumah-klasik-4-lantai-kondisi-baik-di-tidar-bawah-kota-malang-hos39450291/
"Rp 1,5 Miliar",Rumah Semi Furnish Siap Huni Nyaman di The Oz Tidar Malang,"Tidar, Malang",105,110,https://www.rumah123.com/properti/malang-tidar/rumah-semi-furnish-siap-huni-nyaman-di-the-oz-tidar-malang-hos41181399/
Rp 700 Juta,Rumah Minimalis di Perum Permata Annisa Kedungkandang Malang,"Kedungkandang, Malang",97,45,https://www.rumah123.com/properti/malang-kedungkandang/rumah-minimalis-di-perum-permata-annisa-kedungkandang-malang-hos41180870/
Rp 790 Juta,"Rumah Minimalis Sangat Nyaman di Pandanwangi, Sulfat Blimbing Malang","Blimbing, Malang",61,77,https://www.rumah123.com/properti/malang-blimbing/rumah-minimalis-sangat-nyaman-di-pandanwangi-sulfat-blimbing-malang-hos41175185/
"Rp 2,3 Miliar","Rumah Terawat Baik Posisi Hook di Perumahan Griya Shanta, Lowokwaru Kota Malang","Lowokwaru, Malang",175,90,https://www.rumah123.com/properti/malang-lowokwaru/rumah-terawat-baik-posisi-hook-di-perumahan-griya-shanta-lowokwaru-kota-malang-hos41226704/
